publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	coverage_notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	notes	DOI	ISSNs	eISSNs	ISBNs	eISBNs	access_start_date	access_end_date	access_status	field34
International Journal of Speech-Language Pathology	1754-9507	1754-9515	2008-01-01	10	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=iasl20		iasl20		fulltext			serial									previously: Advances in Speech Language Pathology (ISSN: 1441-7049, 1999-2007), Australian Journal of Human Communication Disorders (1973-1996), Journal of the Australian College of Speech Therapists (1951-1972)		1754-9507	1754-9515			2015-08-01		Current	
International Journal of Sport Policy and Politics	1940-6940	1940-6959	2009-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=risp20		risp20		fulltext			serial											1940-6940	1940-6959					Current	
International Journal of Sport and Exercise Psychology	1612-197X	1557-251X	2003-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rijs20		rijs20		fulltext			serial											1612-197X	1557-251X					Current	
International Journal of Strategic Communication	1553-118X	1553-1198	2007-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hstc20		hstc20		fulltext			serial											1553-118X	1553-1198					Current	
International Journal of Strategic Property Management	1648-715X	1648-9179	2004-01-01	8	1	2017-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=tspm20		tspm20		fulltext			serial											1648-715X	1648-9179					Current	
International Journal of Surface Mining, Reclamation and Environment	1389-5265	1744-5000	1997-01-01	11	1	2005-12-31	19	4	https://www.tandfonline.com/openurl?genre=journal&stitle=nsme19		nsme19		fulltext			serial									now: International Journal of Mining, Reclamation and Environment		1389-5265	1744-5000					Current	
International Journal of Sustainable Building Technology and Urban Development	2093-761X	2093-7628	2010-01-09	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tsub20		tsub20		fulltext			serial											2093-761X	2093-7628					Current	
International Journal of Sustainable Development & World Ecology	1350-4509	1745-2627	1997-01-01	4	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tsdw20		tsdw20		fulltext			serial											1350-4509	1745-2627					Current	
International Journal of Sustainable Energy	1478-6451	1478-646X	2003-03-01	23	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=gsol20		gsol20		fulltext			serial									Previously: International Journal of Solar Energy (1982-2002)		1478-6451	1478-646X					Current	
International Journal of Sustainable Engineering	1939-7038	1939-7046	2008-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tsue20		tsue20		fulltext			serial											1939-7038	1939-7046					Current	
International Journal of Sustainable Transportation	1556-8318	1556-8334	2007-02-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ujst20		ujst20		fulltext			serial											1556-8318	1556-8334					Current	
International Journal of Systems Science	0020-7721	1464-5319	1997-01-01	28	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tsys20		tsys20		fulltext			serial											0020-7721	1464-5319					Current	
International Journal of Systems Science: Operations & Logistics	2330-2674	2330-2682	2014-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=tsyb20		tsyb20		fulltext			serial										10.1080/tsyb20	2330-2674	2330-2682					Current	
International Journal of Testing	1530-5058	1532-7574	2001-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hijt20		hijt20		fulltext			serial											1530-5058	1532-7574					Current	
International Journal of Tourism Sciences	1598-0634	2377-0058	2002-01-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rijt20		rijt20		fulltext			serial									transfer in (2015): TOSOK.		1598-0634	2377-0058			2015-01-01		Current	
International Journal of Training Research	1448-0220		2003-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=RITR		RITR		fulltext			serial									transfer in (2015): Econtent Management		1448-0220				2015-01-01		Current	
International Journal of Transgenderism	1553-2739	1434-4599	2005-03-01	8	1				http://www.tandfonline.com/openurl?genre=journal&stitle=wijt20		wijt20		fulltext			serial											1553-2739	1434-4599					Current	
International Journal of Urban Sciences	1226-5934	2161-6779	1998-04-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rjus20		rjus20		fulltext			serial											1226-5934	2161-6779					Current	
International Journal of Urban Sustainable Development	1946-3138	1946-3146	2010-05-01	1	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=tjue20		tjue20		fulltext			serial											1946-3138	1946-3146					Current	
International Journal of Vegetable Science	1931-5260	1931-5279	2007-08-01	13	1				https://www.tandfonline.com/openurl?genre=journal&stitle=wijv20		wijv20		fulltext			serial									previously: Journal of Vegetable Crop Production; Journal of Vegetable Science		1931-5260	1931-5279					Current	
International Journal of Ventilation	1473-3315	2044-4044	2002-06-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=tjov20		tjov20		fulltext			serial									transfer in (2016):VEETECH		1473-3315	2044-4044			2016-03-01		Current	
International Journal of Water Resources Development	0790-0627	1360-0648	1995-03-01	11	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cijw20		cijw20		fulltext			serial											0790-0627	1360-0648					Current	
International Journal of Wrestling Science	2161-5667	2161-3524	2011-01-01	1	1				http://www.tandfonline.com/openurl?genre=journal&stitle=uijw20		uijw20		fulltext			serial									transfer in (2014):Self-Published		2161-5667	2161-3524					Current	
International Journal of the Economics of Business	1357-1516	1466-1829	1997-01-01	4	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cijb20		cijb20		fulltext			serial											1357-1516	1466-1829					Current	
International Journal of the Legal Profession	0969-5958	1469-9257	1997-01-01	4	01-Feb				https://www.tandfonline.com/openurl?genre=journal&stitle=cijl20		cijl20		fulltext			serial											0969-5958	1469-9257					Current	
International Journal on Media Management	1424-1277	1424-1250	1999-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hijm20		hijm20		fulltext			serial											1424-1277	1424-1250					Current	
International Listening Association. Journal	1092-4507		1987-01-01	1	1	1994-12-31	8	1	http://www.tandfonline.com/openurl?genre=journal&stitle=hijl19		hijl19		fulltext			serial											1092-4507						Current	
Metallurgical Review	0076-6690		1956-01-01	1		1971-12-31	16		http://www.tandfonline.com/openurl?genre=journal&stitle=yimr20		yimr20		fulltext			serial									Now: International Materials Review		0076-6690				2015-12-01		Current	
International Multilingual Research Journal	1931-3152	1931-3160	2007-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=hmrj20		hmrj20		fulltext			serial											1931-3152	1931-3160					Current	
Journal of Orthopaedic Medicine	1355-297X		1992-01-01	14	1	2007-12-31	29	3	http://www.tandfonline.com/openurl?genre=journal&stitle=yimm20		yimm20		fulltext			serial									Now: International Musculoskeletal Medicine		1355-297X						Current	
International Peacekeeping	1353-3312	1743-906X	1997-01-01	4	1				https://www.tandfonline.com/openurl?genre=journal&stitle=finp20		finp20		fulltext			serial											1353-3312	1743-906X					Current	
International Planning Studies	1356-3475	1469-9265	1997-01-01	2	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cips20		cips20		fulltext			serial											1356-3475	1469-9265					Current	
International Public Management Journal	1096-7494	1559-3169	2005-12-01	8	3				https://www.tandfonline.com/openurl?genre=journal&stitle=upmj20		upmj20		fulltext			serial											1096-7494	1559-3169					Current	
International Research in Geographical and Environmental Education	1038-2046	1747-7611	1997-01-01	6	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rgee20		rgee20		fulltext			serial											1038-2046	1747-7611					Current	
International Review of Applied Economics	0269-2171	1465-3486	1997-01-01	11	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cira20		cira20		fulltext			serial											0269-2171	1465-3486					Current	
International Review of Law, Computers & Technology	1360-0869	1364-6885	1997-01-01	11	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cirl20		cirl20		fulltext			serial											1360-0869	1364-6885					Current	
International Review of Psychiatry	0954-0261	1369-1627	1989-01-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=iirp20		iirp20		fulltext			serial											0954-0261	1369-1627			2015-08-01		Current	
International Review of Public Administration	1229-4659	2331-7795	1999-06-01	4	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rrpa20#		rrpa20		fulltext			serial									Transfer in (2014) : Korean Association for Public Administion. Previously: Korean Review of Public Administration (1996-1998)		1229-4659	2331-7795					Current	
International Review of Sociology	0390-6701	1469-9273	1997-01-01	7	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cirs20		cirs20		fulltext			serial									previously: International Review of Sociology Series 1 (same issn) (1987-1989)		0390-6701	1469-9273					Current	
International Review of Sport and Exercise Psychology	1750-984X	1750-9858	2008-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rirs20		rirs20		fulltext			serial											1750-984X	1750-9858					Current	
International Reviews in Physical Chemistry	0144-235X	1366-591X	1997-01-01	16	1				https://www.tandfonline.com/openurl?genre=journal&stitle=trpc20		trpc20		fulltext			serial											0144-235X	1366-591X					Current	
International Reviews of Immunology	0883-0185	1563-5244	1986-01-01	1					http://www.tandfonline.com/openurl?genre=journal&stitle=iiri20		iiri20		fulltext			serial											0883-0185	1563-5244			2015-08-01		Current	
International Studies in Catholic Education	1942-2539	1942-2547	2009-03-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rice20		rice20		fulltext			serial											1942-2539	1942-2547					Current	
International Studies in Sociology of Education	0962-0214	1747-5066	1997-01-01	7	1				https://www.tandfonline.com/openurl?genre=journal&stitle=riss20		riss20		fulltext			serial											0962-0214	1747-5066					Current	
International Studies in the Philosophy of Science	0269-8595	1469-9281	1997-01-01	11	1				https://www.tandfonline.com/openurl?genre=journal&stitle=cisp20		cisp20		fulltext			serial											0269-8595	1469-9281					Current	
International Studies of Management & Organization	0020-8825	1558-0911	1997-01-01	27	1				https://www.tandfonline.com/openurl?genre=journal&stitle=mimo20		mimo20		fulltext			serial									transfer in (2015): M.E. Sharpe		0020-8825	1558-0911			2015-01-01		Current	
International Tree Crops Journal	0143-5698		1997-01-01	9	2	2000-12-31	10	4	https://www.tandfonline.com/openurl?genre=journal&stitle=tftl19		tftl19		fulltext			serial									now: Forest, Trees and Livelihood		0143-5698						Current	
International Wood Products Journal	2042-6445	2042-6453	2010-05-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=ywpj20		ywpj20		fulltext			serial									Transfer in (2016): Maney Previously: The Journal of the Institute of Wood Science (2005-2009)		2042-6445	2042-6453			2016-02-01		Current	
International journal for the Study of the Christian Church	1474-225X	1747-0234	2001-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rjsc20		rjsc20		fulltext			serial											1474-225X	1747-0234					Current	
International journal of psychoanalysis en Español		2057-410X	2015-01-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=rips20		rips20		fulltext			serial									transfer in (2018): Wiley; part of the FRESH collection			2057-410X			2019-09-01		Current	
Internet Histories	2470-1475	2470-1483	2017-01-01	1	1-2				http://www.tandfonline.com/openurl?genre=journal&stitle=rint20		rint20		fulltext			serial									New for 2017		2470-1475	2470-1483			2017-05-01		Current	
Internet Mathematics	1542-7951	1944-9488	2004-01-01	1	1	2016-12-31	12	6	http://www.tandfonline.com/openurl?genre=journal&stitle=uinm20		uinm20		fulltext			serial									No longer published by Taylor & Francis from 2017		1542-7951	1944-9488					Current	
Internet Reference Services Quarterly	1087-5301	1540-4749	1997-01-01	1	3				https://www.tandfonline.com/openurl?genre=journal&stitle=wirs20		wirs20		fulltext			serial											1087-5301	1540-4749					Current	
Interventions	1369-801X	1469-929X	1998-10-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=riij20		riij20		fulltext			serial											1369-801X	1469-929X					Current	
IntraVital		2165-9087	2012-01-01	1	1	2016-12-31	5	3	http://www.tandfonline.com/openurl?genre=journal&stitle=kinv20		kinv20		fulltext			serial									No longer published by Taylor & Francis from 2017			2165-9087			2015-01-01		Current	
Intrinsically Disordered Proteins		2169-0707	2013-01-01	1	1	2017-12-31			http://www.tandfonline.com/openurl?genre=journal&stitle=kidp20		kidp20		fulltext			serial									transfer in (2015): Landes			2169-0707			2015-01-01		Current	
Inverse Problems in Engineering	1068-2767	1029-0281	1997-01-01	4	3	2003-12-31	11	6	https://www.tandfonline.com/openurl?genre=journal&stitle=gipe19		gipe19		fulltext			serial									now: Inverse Problems in Science and Engineering		1068-2767	1029-0281					Current	
Inverse Problems in Science and Engineering	1741-5977	1741-5985	2004-02-01	12	1				https://www.tandfonline.com/openurl?genre=journal&stitle=gipe20		gipe20		fulltext			serial									Previously: Inverse Problems in Engineering (1994-2003)		1741-5977	1741-5985					Current	
Invertebrate Reproduction & Development	0792-4259	2157-0272	1997-01-01	31	01-Mar				https://www.tandfonline.com/openurl?genre=journal&stitle=tinv20		tinv20		fulltext			serial											0792-4259	2157-0272					Current	
Investigations in Mathematics Learning	1947-7503	2472-7466	2008-09-01	1	1				https://www.tandfonline.com/openurl?genre=journal&stitle=uiml20		uiml20		fulltext			serial									transfer in (2017):Research Council on Mathematics Learning		1947-7503	2472-7466			2016-11-01		Current	
Investment Analysts Journal	1029-3523	2077-0227	1997-01-01	26	45				https://www.tandfonline.com/openurl?genre=journal&stitle=riaj20		riaj20		fulltext			serial									transfer in (2015):Analysts Society of South Africa		1029-3523	2077-0227			2015-01-01		Current	
