publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	mongraph_edition	first_editor	parent_publication_title_id	Preceding_publication_title_id	access_type	frequency
Landslide	1942-7239		2008			2013			http://heinonline.org/HOL/Index?index=journals/lndslid&collection=journals		lndslid	P2Y	fulltext		"American Bar Association Section of Intellectual Property Law"	serial								P	6
"Law - Magazine for Lawyers and Laymen"			1889			1890			http://heinonline.org/HOL/Index?index=journals/thelaw&collection=journals		thelaw		fulltext			serial								P	
Law & Housing Journal 			1973	1		1983	10		http://heinonline.org/HOL/Index?index=journals/lhousj		lhousj		fulltext			serial								P	
Law & Justice - The Christian Law Review 	0269-817X		1974						http://heinonline.org/HOL/Index?index=journals/ljusclr		ljusclr		fulltext		Edmund Plowden Trust	serial								P	1
Law & Literature 	1535-685X		2002	14		2010	22		http://heinonline.org/HOL/Index?index=journals/lal		lal	P5Y	fulltext		Taylor and Francis	serial								P	3
Law & Policy 	1467-9930		1984	6		2011	33		http://heinonline.org/HOL/Index?index=journals/lawpol		lawpol	P4Y	fulltext		Blackwell Publishing	serial								P	4
"Law & Psychology Review"	0098-5961		1975						http://heinonline.org/HOL/Index?index=journals/lpsyr&collection=journals		lpsyr		fulltext		"University of Alabama School of Law"	serial								P	1
Law & Social Inquiry 	0897-6546		1988			2011	36		http://heinonline.org/HOL/Index?index=journals/lsociq		lsociq	P4Y	fulltext		Blackwell Publishing	serial								P	4
"Law & Society Review"	0023-9216		1966			2011			http://heinonline.org/HOL/Index?index=journals/lwsocrw&collection=journals		lwsocrw	P4Y	fulltext		"Blackwell Publishing"	serial								P	4
"Law, a Magazine Devoted to Legal Lore"			1901	1	1	1901	1		http://heinonline.org/HOL/Index?index=journals/tloc&collection=journals		tloc		fulltext			serial								P	
"Law: A Monthly Magazine of Legal Matters"			1874			1875			http://heinonline.org/HOL/Index?index=journals/lawmagat&collection=journals		lawmagat		fulltext			serial								P	
"Law Advertiser"			1823			1831			http://heinonline.org/HOL/Index?index=journals/ladver&collection=journals		ladver		fulltext			serial								P	
Law and Business Review of the Americas 	1571-9537		2001	7					http://heinonline.org/HOL/Index?index=journals/lbramrca		lbramrca		fulltext		Southern Methodist University Dedman School of Law	serial								P	4
Law and Commerce 			1908	6		1909	7		http://heinonline.org/HOL/Index?index=journals/lacomce		lacomce		fulltext			serial								P	
"Law and Contemporary Problems"	0023-9186		1933						http://heinonline.org/HOL/Index?index=journals/lcp&collection=journals		lcp		fulltext		"Duke University School of Law"	serial								P	4
"Law and Equity"			1900	1	1	1900	1		http://heinonline.org/HOL/Index?index=journals/laweq&collection=journals		laweq		fulltext			serial								P	
"Law and Equity Reporter"			1876			1877			http://heinonline.org/HOL/Index?index=journals/lwaerpr&collection=journals		lwaerpr		fulltext			serial								P	
"Law and Financial Markets Review"	1752-1440		2007			2010			http://heinonline.org/HOL/Index?index=journals/lawfinancmr&collection=journals		lawfinancmr	P5Y	fulltext		"Taylor & Francis"	serial								P	4
"Law and History Review"	0738-2480		1983						http://heinonline.org/HOL/Index?index=journals/lawhst&collection=journals		lawhst		fulltext		"Cambridge University Press"	serial								P	4
"Law and Humanities"	1752-1483		2007			2010			http://heinonline.org/HOL/Index?index=journals/lawhuman&collection=journals		lawhuman	P5Y	fulltext		"Taylor and Francis"	serial								P	2
"Law and Inequality: A Journal of Theory and Practice"	0737-089X		1983						http://heinonline.org/HOL/Index?index=journals/lieq&collection=journals		lieq		fulltext		"University of Minnesota Law School"	serial								P	2
"Law and Innovative Society"	2309-9275		2013						http://heinonline.org/HOL/Index?index=journals/lainnos&collection=journals		lainnos		fulltext		"Scientific and Research Institute of National Academy of Law Sciences of Ukraine"	serial								P	2
"Law and Labor"			1919			1932			http://heinonline.org/HOL/Index?index=journals/lwlbor&collection=journals		lwlbor		fulltext			serial								P	
"Law and Practice of International Courts and Tribunals"	1569-1853		2002			2013			http://heinonline.org/HOL/Index?index=journals/lpict&collection=journals		lpict	P2Y	fulltext		"Brill Academic Publishers"	serial								P	3
Law and Society Journal at the University of California Santa Barbara 	1544-8754		2005	4		2009	8		http://heinonline.org/HOL/Index?index=journals/lawso		lawso		fulltext		University of California Santa Barbara	serial								P	1
Analele Universitatii Maiorescu Drept 	1584-4781		2007						http://heinonline.org/HOL/Index?index=journals/latitu		latitu		fulltext		Law Faculty Titu Maiorescu University	serial								P	1
"Law Book News: A Monthly Review Current Legal Literature and Journal of Legal Bibliography"			1894			1895			http://heinonline.org/HOL/Index?index=journals/lbnewc&collection=journals		lbnewc		fulltext			serial								P	
"Law Bulletin of the State University of Iowa"			1891			1901			http://heinonline.org/HOL/Index?index=journals/lawbultn&collection=journals		lawbultn		fulltext			serial								P	
Law-Central			1881	1	1	1881	1		http://heinonline.org/HOL/Index?index=journals/lwcenal&collection=journals		lwcenal		fulltext			serial								P	
"Law Chronicle and Law Students' Magazine"			1859			1860			http://heinonline.org/HOL/Index?index=journals/lwcrmag&collection=journals		lwcrmag		fulltext			serial								P	
"Law Chronicle and Professional Advertiser"			1811			1812			http://heinonline.org/HOL/Index?index=journals/lchropad&collection=journals		lchropad		fulltext			serial								P	
"Law Chronicle (Dundee)"			1856			1856			http://heinonline.org/HOL/Index?index=journals/lwchrn&collection=journals		lwchrn		fulltext			serial								P	
"Law Chronicle (London)"			1854			1858			http://heinonline.org/HOL/Index?index=journals/lawchrnl&collection=journals		lawchrnl		fulltext			serial								P	
Law Clerk 			1906	1		1907	1		http://heinonline.org/HOL/Index?index=journals/lclerkm		lclerkm		fulltext			serial								P	
"Law Coach"			1920			1928			http://heinonline.org/HOL/Index?index=journals/lwcoarch&collection=journals		lwcoarch		fulltext			serial								P	
"Law, Democracy and Development"	2077-4907		1997						http://heinonline.org/HOL/Index?index=journals/laacydev&collection=journals		laacydev		fulltext		"University of the Western Cape"	serial								P	1
"Law, Environment and Development Journal"	1746-5893		2005						http://heinonline.org/HOL/Index?index=journals/leadjo&collection=journals		leadjo		fulltext		"School of Law of the School of Oriental and African Studies (SOAS) - University of London"	serial								P	2
"Law Examination Journal and Law Student's Magazine"			1869			1885			http://heinonline.org/HOL/Index?index=journals/lexajlsm&collection=journals		lexajlsm		fulltext			serial								P	
"Law in Japan"			1967			2001			http://heinonline.org/HOL/Index?index=journals/lij&collection=journals		lij		fulltext			serial								P	
"Law in Transition Quarterly"			1964			1967			http://heinonline.org/HOL/Index?index=journals/lintraqu&collection=journals		lintraqu		fulltext			serial								P	
"Law, Innovation and Technology"	1757-9961		2009			2010			http://heinonline.org/HOL/Index?index=journals/linovte&collection=journals		linovte	P5Y	fulltext		"Taylor & Francis"	serial								P	2
"Law Journal"			1804			1807			http://heinonline.org/HOL/Index?index=journals/lwjrnl&collection=journals		lwjrnl		fulltext			serial								P	
"Law Journal Notes of Cases"			1866			1893			http://heinonline.org/HOL/Index?index=journals/lwjrnlnc&collection=journals		lwjrnlnc		fulltext			serial								P	
"Law Library"			1833			1861			http://heinonline.org/HOL/Index?index=journals/lawlib&collection=journals		lawlib		fulltext			serial								P	
Index to Legal Periodicals and Law Library Journal 	0023-9283		1908	1		1909	2		http://heinonline.org/HOL/Index?index=journals/llj		llj		fulltext		American Association of Law Libraries	serial								P	4
"Law Library Lights"	0457-2483		1957						http://heinonline.org/HOL/Index?index=journals/lll&collection=journals		lll		fulltext		"Law Librarians' Society of Washington, D.C., Inc."	serial								P	4
Law Magazine and Review: A Quarterly Review of Jurisprudence 			1828	1		1915	40		http://heinonline.org/HOL/Index?index=journals/lmag		lmag		fulltext			serial								P	
"Law Notes"			1939	1	1	1940	1		http://heinonline.org/HOL/Index?index=journals/lwntes&collection=journals		lwntes		fulltext			serial								P	
Law Notes (ABA) 			1973			1973	1972-1973		http://heinonline.org/HOL/Index?index=journals/lnyoung		lnyoung		fulltext		American Bar Association	serial								P	4 issues per volume
"Law Notes (Edward Thompson Co.)"			1897			1946			http://heinonline.org/HOL/Index?index=journals/lawnotes&collection=journals		lawnotes		fulltext			serial								P	
"Law Notes for the General Practitioner"			1964			1983			http://heinonline.org/HOL/Index?index=journals/lwntgen&collection=journals		lwntgen		fulltext			serial								P	
"Law of Ukraine: Legal Journal"	0132-1331		2011						http://heinonline.org/HOL/Index?index=journals/lwukrn&collection=journals		lwukrn		fulltext			serial								P	
"Law of Ukraine: Legal Journal (Russian)"	0132-1331		2011						http://heinonline.org/HOL/Index?index=journals/lwukrnrus&collection=journals		lwukrnrus		fulltext			serial								P	
"Law Papers"			1989						http://heinonline.org/HOL/Index?index=external-journals/lawpap&collection=journals		lawpap		fulltext		"Bond University"	serial								P	4
Law Practice 	1045-9081		2004	30		2013	39		http://heinonline.org/HOL/Index?index=journals/lwpra		lwpra	P2Y	fulltext		American Bar Association	serial								P	6
"Law Practice Quarterly"			1999			2001			http://heinonline.org/HOL/Index?index=journals/lwprcqu&collection=journals		lwprcqu		fulltext			serial								P	
"Law, Probability & Risk"	1470-8396		2002			2012			http://heinonline.org/HOL/Index?index=journals/lawprisk&collection=journals		lawprisk	P3Y	fulltext		"Oxford University Press"	serial								P	4
"Law Quarterly Review"	0023-933X		1885			1945			http://heinonline.org/HOL/Index?index=journals/lqr&collection=journals		lqr	P70Y	fulltext		"Sweet & Maxwell"	serial								P	4
"Law Recorder, containing Reports of Cases, and Proceedings in the Courts of Law and Equity, &c. &c. &c. at Dublin and Elsewhere"			1827			1831			http://heinonline.org/HOL/Index?index=journals/irislwrec&collection=journals		irislwrec		fulltext			serial								P	
"Law Recorder, containing Reports of Select Cases and Decisions, Chiefly on Points of Practice, in the Courts of Equity and Common Law in Ireland"			1833			1838			http://heinonline.org/HOL/Index?index=journals/irislwrecns&collection=journals		irislwrecns		fulltext			serial								P	
"Law Reporter - Journal de Jurisprudence"			1854	1	1	1854	1		http://heinonline.org/HOL/Index?index=journals/lrjjnce&collection=journals		lrjjnce		fulltext			serial								P	
"Law Review"			1866	1	1	1866	1		http://heinonline.org/HOL/Index?index=journals/thelr&collection=journals		thelr		fulltext			serial								P	
"Law Review"			1880			1881			http://heinonline.org/HOL/Index?index=journals/lwreviw&collection=journals		lwreviw		fulltext			serial								P	
"Law Review and Quarterly Journal of British and Foreign Jurisprudence"			1844			1856			http://heinonline.org/HOL/Index?index=journals/lrqj&collection=journals		lrqj		fulltext			serial								P	
"Law Review of Kyiv University of Law"	2219-5521		2006						http://heinonline.org/HOL/Index?index=journals/lrkyivu&collection=journals		lrkyivu		fulltext		"Kyiv University of Law of the NAS of Ukraine"	serial								P	4
"Law School Bulletin"			1929			1946			http://heinonline.org/HOL/Index?index=journals/ualsb&collection=journals		ualsb		fulltext			serial								P	
"Law Series of the Annals of the West University of Timisoara"	1843-0651		2006						http://heinonline.org/HOL/Index?index=journals/autimis&collection=journals		autimis		fulltext		"West University of Timisoara"	serial								P	2
"Law, Social Justice and Global Development Journal (LGD)"	1467-0437		2000						http://heinonline.org/HOL/Index?index=external-journals/lsjgdj&collection=journals		lsjgdj		fulltext		"School of Law, University of Warwick"	serial								P	2
"Law Society Journal"			1929	1	1	1949	1		http://heinonline.org/HOL/Index?index=journals/lsocyjo&collection=journals		lsocyjo		fulltext			serial								P	
"Law Student"			1923			1943			http://heinonline.org/HOL/Index?index=journals/lwstud&collection=journals		lwstud		fulltext			serial								P	
Law Students' Examination Chronicle 			1865	5		1868	8		http://heinonline.org/HOL/Index?index=journals/lsuexach		lsuexach		fulltext			serial								P	
"Law Student's Helper"			1893			1915			http://heinonline.org/HOL/Index?index=journals/lwstdhr&collection=journals		lwstdhr		fulltext			serial								P	
"Law Students' Journal"			1879			1917			http://heinonline.org/HOL/Index?index=journals/lstujou&collection=journals		lstujou		fulltext			serial								P	
Law Students' Magazine (New Series) 			1849	1		1854	6		http://heinonline.org/HOL/Index?index=journals/lstudmag		lstudmag		fulltext			serial								P	
"Law Student's Monthly"			1889			1890			http://heinonline.org/HOL/Index?index=journals/lstuntmo&collection=journals		lstuntmo		fulltext			serial								P	
"Law Teacher"	1072-0499		1993						http://heinonline.org/HOL/Index?index=journals/lawteaer&collection=journals		lawteaer		fulltext		"Institute for Law Teaching and Learning"	serial								P	2
"Law Teacher"	0306-9400		1967			2010			http://heinonline.org/HOL/Index?index=journals/lwtch&collection=journals		lwtch	P5Y	fulltext		"Taylor and Francis"	serial								P	3
"Law Text Culture"	1322-9060		1994						http://heinonline.org/HOL/Index?index=journals/lwtexcu&collection=journals		lwtexcu		fulltext		"University of Wollongong, Australia"	serial								P	1
