	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_issue_online	num_first_vol_online	date_last_issue_online	num_last_issue_online	num_last_vol_online	title_url	first_author	title_id	embargo_info	coverage_depth	notes	publisher_name	publication_type	date_monograph_published_print	date_monograph_published_online	monograph_volume	monograph_edition	first_editor	parent_publication_title_id	preceding_publication_title_id	access_type	title_availability
1764	Avant-Garde Fascism: The Mobilization of Myth, Art, and Culture in France, 1909&ndash;1939	9780822340348.0	9780822390473.0							http://doi.org/10.1215/9780822390473	Antliff, Mark			fulltext		Duke University Press	Monograph	2007.0							P	Available
1765	Public Affairs: Politics in the Age of Sex Scandals	9780822332763.0	9780822385387.0							http://doi.org/10.1215/9780822385387	Apostolidis, Paul			fulltext		Duke University Press	Monograph	2004.0							P	Available
1766	Stations of the Cross: Adorno and Christian Right Radio	9780822325413.0	9780822381006.0							http://doi.org/10.1215/9780822381006	Apostolidis, Paul			fulltext		Duke University Press	Monograph	2000.0							P	Available
1767	Globalization	9780822327257.0	9780822383215.0							http://doi.org/10.1215/9780822383215	Appadurai, Arjun			fulltext		Duke University Press	Monograph	2001.0							P	Available
1768	Fear of Small Numbers: An Essay on the Geography of Anger	9780822338635.0	9780822387541.0							http://doi.org/10.1215/9780822387541	Appadurai, Arjun			fulltext		Duke University Press	Monograph	2006.0							P	Available
1769	Muddied Waters: Race, Region, and Local History in Colombia, 1846&ndash;1948	9780822330929.0	9780822384335.0							http://doi.org/10.1215/9780822384335	Appelbaum, Nancy			fulltext		Duke University Press	Monograph	2003.0							P	Available
1770	Selected Poems	9780822336396.0	9780822387008.0							http://doi.org/10.1215/9780822387008	Applewhite, James			fulltext		Duke University Press	Monograph	2005.0							P	Available
1771	Tropicopolitans: Colonialism and Agency, 1688&ndash;1804	9780822323150.0	9780822377764.0							http://doi.org/10.1215/9780822377764	Aravamudan, Srinivas			fulltext		Duke University Press	Monograph	1999.0							P	Available
1772	Mad Toy	9780822329404.0	9780822383338.0							http://doi.org/10.1215/9780822383338	Arlt, Roberto			fulltext		Duke University Press	Monograph	2002.0							P	Available
1773	Disease in the History of Modern Latin America: From Malaria to AIDS	9780822330691.0	9780822384342.0							http://doi.org/10.1215/9780822384342	Armus, Diego			fulltext		Duke University Press	Monograph	2003.0							P	Available
1774	False Promises: The Shaping of American Working Class Consciousness	9780822311980.0	9780822381730.0							http://doi.org/10.1215/9780822381730	Aronowitz, Stanley			fulltext		Duke University Press	Monograph	1991.0							P	Available
1775	Containing the Poor: The Mexico City Poor House, 1774&ndash;1871	9780822325611.0	9780822396420.0							http://doi.org/10.1215/9780822396420	Arrom, Silvia			fulltext		Duke University Press	Monograph	2001.0							P	Available
1776	Guide to Sustainable Development and Environmental Policy	9780822327455.0	9780822381037.0							http://doi.org/10.1215/9780822381037	Ascher, William			fulltext		Duke University Press	Monograph	2002.0							P	Available
1777	Blue Nippon: Authenticating Jazz in Japan	9780822327219.0	9780822380030.0							http://doi.org/10.1215/9780822380030	Atkins, E.			fulltext		Duke University Press	Monograph	2001.0							P	Available
1778	Male Call: Becoming Jack London	9780822318279.0	9780822397243.0							http://doi.org/10.1215/9780822397243	Auerbach, Jonathan			fulltext		Duke University Press	Monograph	1996.0							P	Available
1779	Poor People's Politics: Peronist Survival Networks and the Legacy of Evita	9780822326274.0	9780822380047.0							http://doi.org/10.1215/9780822380047	Auyero, Javier			fulltext		Duke University Press	Monograph	2001.0							P	Available
1780	Contentious Lives: Two Argentine Women, Two Protests, and the Quest for Recognition	9780822331285.0	9780822384366.0							http://doi.org/10.1215/9780822384366	Auyero, Javier			fulltext		Duke University Press	Monograph	2003.0							P	Available
1781	The Untimely Present: Postdictatorial Latin American Fiction and the Task of Mourning	9780822324157.0	9780822398776.0							http://doi.org/10.1215/9780822398776	Avelar, Idelber			fulltext		Duke University Press	Monograph	1999.0							P	Available
1782	Soul Covers: Rhythm and Blues Remakes and the Struggle for Artistic Identity (Aretha Franklin, Al Green, Phoebe Snow)	9780822339977.0	9780822389491.0							http://doi.org/10.1215/9780822389491	Awkward, Michael			fulltext		Duke University Press	Monograph	2007.0							P	Available
1783	Scenes of Instruction: A Memoir	9780822324027.0	9780822378372.0							http://doi.org/10.1215/9780822378372	Awkward, Michael			fulltext		Duke University Press	Monograph	1999.0							P	Available
1784	The Nation's Tortured Body: Violence, Representation, and the Formation of a Sikh &ldquo;Diaspora&rdquo;	9780822326151.0	9780822398448.0							http://doi.org/10.1215/9780822398448	Axel, Brian Keith			fulltext		Duke University Press	Monograph	2001.0							P	Available
1785	From the Margins: Historical Anthropology and Its Futures	9780822328889.0	9780822383345.0							http://doi.org/10.1215/9780822383345	Axel, Brian Keith			fulltext		Duke University Press	Monograph	2002.0							P	Available
1786	Shades of Black: Assembling Black Arts in 1980s Britain	9780822334200.0	9780822386445.0							http://doi.org/10.1215/9780822386445	Bailey, David			fulltext		Duke University Press	Monograph	2005.0							P	Available
1787	Turning South Again: Re-Thinking Modernism/Re-Reading Booker T.	9780822326953.0	9780822380054.0							http://doi.org/10.1215/9780822380054	Baker, Houston			fulltext		Duke University Press	Monograph	2001.0							P	Available
1788	Out of Context: Historical Reference and the Representation of Reality in Borges	9780822313168.0	9780822383024.0							http://doi.org/10.1215/9780822383024	Balderston, Daniel			fulltext		Duke University Press	Monograph	1993.0							P	Available
1789	Beyond the Color Line and the Iron Curtain: Reading Encounters between Black and Red, 1922&ndash;1963	9780822329909.0	9780822383833.0							http://doi.org/10.1215/9780822383833	Baldwin, Kate			fulltext		Duke University Press	Monograph	2002.0							P	Available
1790	Between Colonialism and Diaspora: Sikh Cultural Formations in an Imperial World	9780822338246.0	9780822388111.0							http://doi.org/10.1215/9780822388111	Ballantyne, Tony			fulltext		Duke University Press	Monograph	2006.0							P	Available
1791	Democracy's Body: Judson Dance Theatre, 1962&ndash;1964	9780822313991.0	9780822396567.0							http://doi.org/10.1215/9780822396567	Banes, Sally			fulltext		Duke University Press	Monograph	1993.0							P	Available
1792	Greenwich Village 1963: Avant-Garde Performance and the Effervescent Body	9780822313915.0	9780822396901.0							http://doi.org/10.1215/9780822396901	Banes, Sally			fulltext		Duke University Press	Monograph	1993.0							P	Available
1793	Kids Rule!: Nickelodeon and Consumer Citizenship	9780822339939.0	9780822390299.0							http://doi.org/10.1215/9780822390299	Banet-Weiser, Sarah			fulltext		Duke University Press	Monograph	2007.0							P	Available
1794	Meeting the Universe Halfway: Quantum Physics and the Entanglement of Matter and Meaning	9780822339175.0	9780822388128.0							http://doi.org/10.1215/9780822388128	Barad, Karen			fulltext		Duke University Press	Monograph	2007.0							P	Available
1795	Consuming Russia: Popular Culture, Sex, and Society since Gorbachev	9780822323136.0	9780822396413.0							http://doi.org/10.1215/9780822396413	Barker, Adele			fulltext		Duke University Press	Monograph	1999.0							P	Available
1796	New Asian Marxisms	9780822328735.0	9780822383352.0							http://doi.org/10.1215/9780822383352	Barlow, Tani			fulltext		Duke University Press	Monograph	2002.0							P	Available
1797	The Question of Women in Chinese Feminism	9780822332817.0	9780822385394.0							http://doi.org/10.1215/9780822385394	Barlow, Tani			fulltext		Duke University Press	Monograph	2004.0							P	Available
1798	Gender Politics in Modern China: Writing and Feminism	9780822313892.0	9780822396840.0							http://doi.org/10.1215/9780822396840	Barlow, Tani			fulltext		Duke University Press	Monograph	1994.0							P	Available
1799	Formations of Colonial Modernity in East Asia	9780822319436.0	9780822399117.0							http://doi.org/10.1215/9780822399117	Barlow, Tani			fulltext		Duke University Press	Monograph	1997.0							P	Available
1800	Who Killed John Clayton?: Political Violence and the Emergence of the New South, 1861-1893	9780822320722.0	9780822398974.0							http://doi.org/10.1215/9780822398974	Barnes, Kenneth			fulltext		Duke University Press	Monograph	1998.0							P	Available
1801	Femininity in Flight: A History of Flight Attendants	9780822339465.0	9780822389507.0							http://doi.org/10.1215/9780822389507	Barry, Kathleen			fulltext		Duke University Press	Monograph	2007.0							P	Available
1802	Crafting Gender: Women and Folk Art in Latin America and the Caribbean	9780822331827.0	9780822384878.0							http://doi.org/10.1215/9780822384878	Bartra, Eli			fulltext		Duke University Press	Monograph	2003.0							P	Available
1803	Blood, Ink, and Culture: Miseries and Splendors of the Post-Mexican Condition	9780822329237.0	9780822383369.0							http://doi.org/10.1215/9780822383369	Bartra, Roger			fulltext		Duke University Press	Monograph	2002.0							P	Available
1804	E.T. Culture: Anthropology in Outerspaces	9780822336327.0	9780822387015.0							http://doi.org/10.1215/9780822387015	Battaglia, Debbora			fulltext		Duke University Press	Monograph	2006.0							P	Available
1805	Specters of the Atlantic: Finance Capital, Slavery, and the Philosophy of History	9780822335962.0	9780822387022.0							http://doi.org/10.1215/9780822387022	Baucom, Ian			fulltext		Duke University Press	Monograph	2005.0							P	Available
1806	Making Scenes: Reggae, Punk, and Death Metal in 1990s Bali	9780822341154.0	9780822390343.0							http://doi.org/10.1215/9780822390343	Baulch, Emma			fulltext		Duke University Press	Monograph	2007.0							P	Available
1807	A Feminist Reader in Early Cinema	9780822330257.0	9780822383840.0							http://doi.org/10.1215/9780822383840	Bean, Jennifer			fulltext		Duke University Press	Monograph	2002.0							P	Available
1808	The Tribute of Blood: Army, Honor, Race, and Nation in Brazil, 1864&ndash;1945	9780822327431.0	9780822381105.0							http://doi.org/10.1215/9780822381105	Beattie, Peter			fulltext		Duke University Press	Monograph	2001.0							P	Available
1809	Orientalism's Interlocutors: Painting, Architecture, Photography	9780822328742.0	9780822383857.0							http://doi.org/10.1215/9780822383857	Beaulieu, Jill			fulltext		Duke University Press	Monograph	2002.0							P	Available
1810	Rock Over the Edge: Transformations in Popular Music Culture	9780822329152.0	9780822383376.0							http://doi.org/10.1215/9780822383376	Beebe, Roger			fulltext		Duke University Press	Monograph	2002.0							P	Available
1811	Medium Cool: Music Videos from Soundies to Cellphones	9780822341628.0	9780822390206.0							http://doi.org/10.1215/9780822390206	Beebe, Roger			fulltext		Duke University Press	Monograph	2007.0							P	Available
1812	Modernism and Colonialism: British and Irish Literature, 1899&ndash;1939	9780822340386.0	9780822390312.0							http://doi.org/10.1215/9780822390312	Begam, Richard			fulltext		Duke University Press	Monograph	2007.0							P	Available
1813	A Forgetful Nation: On Immigration and Cultural Identity in the United States	9780822336198.0	9780822387039.0							http://doi.org/10.1215/9780822387039	Behdad, Ali			fulltext		Duke University Press	Monograph	2005.0							P	Available
1814	Belated Travelers: Orientalism in the Age of Colonial Dissolution	9780822314714.0	9780822382638.0							http://doi.org/10.1215/9780822382638	Behdad, Ali			fulltext		Duke University Press	Monograph	1994.0							P	Available
1815	The Robert Bellah Reader	9780822338710.0	9780822388135.0							http://doi.org/10.1215/9780822388135	Bellah, Robert			fulltext		Duke University Press	Monograph	2006.0							P	Available
1816	The Repeating Island: The Caribbean and the Postmodern Perspective	9780822318651.0	9780822382058.0							http://doi.org/10.1215/9780822382058	Benitez-Rojo, Antonio			fulltext		Duke University Press	Monograph	1997.0							P	Available
1817	New Critical Approaches to the Short Stories of Ernest Hemingway	9780822310679.0	9780822382348.0							http://doi.org/10.1215/9780822382348	Benson, Jackson			fulltext		Duke University Press	Monograph	1990.0							P	Available
1818	Differences in Medicine: Unraveling Practices, Techniques, and Bodies	9780822321743.0	9780822399179.0							http://doi.org/10.1215/9780822399179	Berg, Marc			fulltext		Duke University Press	Monograph	1998.0							P	Available
1819	Coffee and Conflict in Colombia, 1886-1910	9780822307358.0	9780822381488.0							http://doi.org/10.1215/9780822381488	Bergquist, Charles			fulltext		Duke University Press	Monograph	1986.0							P	Available
1820	The Queen of America Goes to Washington City: Essays on Sex and Citizenship	9780822319313.0	9780822398639.0							http://doi.org/10.1215/9780822398639	Berlant, Lauren			fulltext		Duke University Press	Monograph	1997.0							P	Available
1821	Black Athena Writes Back: Martin Bernal Responds to His Critics	9780822327172.0	9780822380078.0							http://doi.org/10.1215/9780822380078	Bernal, Martin			fulltext		Duke University Press	Monograph	2001.0							P	Available
1822	Only One Place of Redress: African Americans, Labor Regulations, and the Courts from Reconstruction to the New Deal	9780822325833.0	9780822383055.0							http://doi.org/10.1215/9780822383055	Bernstein, David E.			fulltext		Duke University Press	Monograph	2001.0							P	Available
1823	Mobile Cultures: New Media in Queer Asia	9780822330875.0	9780822384380.0							http://doi.org/10.1215/9780822384380	Berry, Chris			fulltext		Duke University Press	Monograph	2003.0							P	Available
1824	The Postmodernism Debate in Latin America	9780822316145.0	9780822382683.0							http://doi.org/10.1215/9780822382683	Beverley, John			fulltext		Duke University Press	Monograph	1995.0							P	Available
1825	Subalternity and Representation: Arguments in Cultural Theory	9780822324164.0	9780822382195.0							http://doi.org/10.1215/9780822382195	Beverley, John			fulltext		Duke University Press	Monograph	1999.0							P	Available
1826	Goth: Undead Subculture	9780822339212.0	9780822389705.0							http://doi.org/10.1215/9780822389705	Bibby, Michael			fulltext		Duke University Press	Monograph	2007.0							P	Available
1827	From the Revolution to the Maquiladoras: Gender, Labor, and Globalization in Nicaragua	9780822335658.0	9780822387305.0							http://doi.org/10.1215/9780822387305	Bickham Mendez, Jennifer			fulltext		Duke University Press	Monograph	2005.0							P	Available
1828	The Shock of Medievalism	9780822321996.0	9780822379027.0							http://doi.org/10.1215/9780822379027	Biddick, Kathleen			fulltext		Duke University Press	Monograph	1998.0							P	Available
1829	Reimagining Political Ecology	9780822336853.0	9780822388142.0							http://doi.org/10.1215/9780822388142	Biersack, Aletta			fulltext		Duke University Press	Monograph	2006.0							P	Available
